author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,_merge
Judith Magee,"['Magee, Judith,1952-']",['The art and science of William Bartram /'],[2007.0],"['University Park, Pa. : Pennsylvania State University Press ; London : In association with the Natural History Museum,']",['eng'],['Natural history illustrators'],"['""William Bartram\'s love of nature led him to explore the environs of the American Southeast between 1773 and 1777. Here he collected plants and seeds, kept a journal of his observations of nature, and made drawings of the plants and animals he encountered. The completed drawings were sent to his patron in London, and these make up the bulk of the collection held at London\'s Natural History Museum."" ""The Art and Science of William Bartram brings together, for the first time, all sixty-eight drawings by Bartram held at the Natural History Museum, along with works by some of the most well-known natural history artists of the eighteenth and nineteenth centuries. The volume explores Bartram\'s writings and artwork and reveals how influential he was in American science of the period.""--BOOK JACKET.']",2007.0,2007.0,1,left_only
Joseph Torra,"['Torra, Joseph,1955-']",['They say : a novel /'],[2007.0],"['[Florence, MA] : Quale Press,']",['eng'],[nan],[nan],2007.0,2007.0,1,left_only
Peter Hobbs,"['Hobbs, Peter,1973-']",['I could ride all day in my cool blue train /'],[2007.0],"['London : Faber,']",['eng'],['English fiction.'],"['""A divorced mother in Florida reflects on the life that is slipping away from her. A young zoologist sees the world from the business end of his zebras. A writer, marooned in a watery dystopia and charged with entertaining an unruly mob, pays the consequences for his (in)sensitive choice of material. And Pythagoras explains just what exactly was his problem with triangles."" ""Linked and distinct in its use of recurring \'dream\' stories as a leitmotif, I Could Ride All Day in My Cool Blue Train reveals a writer of enormous range.""--book jacket.']",2007.0,2007.0,1,left_only
Molly Youngkin,"['Youngkin, Molly,1970-']","[""Feminist realism at the fin de siècle : the influence of the late-Victorian woman's press on the development of the novel /""]",[2007.0],"['Columbus : Ohio State University Press,']",['eng'],['Modernism (Literature)'],"['The woman\'s press at the fin de siècle -- ""They are learning to think ... for themselves"" : consciousness raised -- ""What the girl says"" : spoken word as political tool -- Women at work, at war, and on the go : feminist action -- ""The realistic method in its best expression"" : successful representations of woman\'s agency and literary reputations -- Engaging and shaping modernism.']",2007.0,2007.0,1,left_only
Ellen J. Jenkins,"['Jenkins, Ellen J.']",['Eighteenth-century British historians /'],[2007.0],"['Detroit, Mich. ; London : Thomson Gale,']",['eng'],['Historiography'],['Includes bibliographical references and index.'],2007.0,2007.0,1,left_only
Patrick Collier,"['Collier, Patrick.']","['Transatlantic print culture, 1880-1940 : emerging media, emerging modernisms /']",[2008.0],"['Basingstoke : Palgrave Macmillan,']",['eng'],['Press'],"['Representing the public sphere : the new journalism and its historians / Mark Hampton -- Staging the public sphere : magazine dialogism and the prosthetics of authorship at the turn of the twentieth century / Ann Ardis -- Transatlantic print culture : the Anglo-American feminist press and emerging ""modernities"" / Lucy Delap and Maria DiCenzo -- Feminist things / Barbara Green -- Philanthropy and transatlantic print culture / Francesca Sawaya -- John O\'London\'s weekly and the modern author / Patrick Collier -- ""Women are news"" : British women\'s magazines, 1919-1939 / Fiona Hackney -- Christopher Morley\'s Kitty Foyle : (em)bedded in print / Margaret D. Stetz -- Journalism and modernism, continued : the case of W.T. Stead / Laurel Brake -- Journalism, modernity, and the globe-trotting girl reporter / Jean Marie Lutes -- The fine art of cheap print : turn-of-the-century American little magazines / Kirsten MacLeod -- The newspaper response to Tender buttons, and what it might mean / Leonard Diepeveen -- Modernist periodicals and pedagogy : an experiment in collaboration / Suzanne W. Churchill.']",2008.0,2008.0,1,left_only
Hayden Trenholm,"['Trenholm, Hayden,1955-']",['Defining Diana : a novel /'],[2008.0],"['Prince George, B.C. : Bundoran Press,']",['eng'],['Cyborgs'],[nan],2008.0,2008.0,1,left_only
Philip Brownell,"['Brownell, Philip,Psy. D.']","['Handbook for theory, research, and practice in Gestalt therapy /']",[2008.0],"['Newcastle : Cambridge Scholars Pub.,']",['eng'],['Gestalt therapy'],['Includes bibliographical references and indexes.'],2008.0,2008.0,1,left_only
Sindhu Menon,"['Menon, Sindhu.']",['Images of colonial India in British writing : 1757-1857 /'],[2008.0],"['New Delhi : Prestige,']",['eng'],[nan],['Includes bibliographical references (p. [265]-268) and index.'],2008.0,2008.0,1,left_only
Haidee Wasson,"['Wasson, Haidee,1970-']",['Inventing film studies /'],[2008.0],"['Durham ; London : Duke University Press,']",['eng'],['Film criticism'],"['The Academy and motion pictures / Lee Grieveson and Haidee Wasson -- Cinema studies and the conduct of conduct / Lee Grieveson -- Taking liberties : the Payne Fund studies and the creation of the media expert / Mark Lynn Anderson -- ""Reaching the multimillions"" : liberal internationalism and the establishment of documentary film / Zoë Druick -- Young art, old colleges : early episodes in the American study of film / Dana Polan -- Studying movies at the museum : the Museum of Modern art and cinema\'s changing object / Haidee Wasson -- Classrooms, clubs, and community circuits : cultural authority and the Film Council movement, 1946-1957 / Charles R. Acland -- Experimental film and the development of film study in America / Michael Zryd -- From cinephilia to film studies / Laura Mulvey and Peter Wollen -- Experimentation and innovation in three American film journals of the 1950s / Haden Guest -- Screen and 1970s film theory / Philip Rosen -- (Re)inventing Camera obscura / Amelie Hastie ... [et al.] -- Little books / Mark Betz -- Footstool film school : home entertainment as home education / Alison Trope -- Dr. Strange media, or how I learned to stop worrying and love film theory / D.N. Rodowick -- Timeline for a history of Anglophone film culture and film studies / Stephen Groening.']",2008.0,2008.0,1,left_only
Verner D. Mitchell,"['Mitchell, Verner D.,1957-']",['Western echoes of the Harlem Renaissance : the life and writings of Anita Scott Coleman /'],[2008.0],"['Norman, Okla. : University of Oklahoma Press,']",['eng'],['Harlem Renaissance.'],['Includes bibliographical references (p. 297-300).'],2008.0,2008.0,1,left_only
Leonard Mann,"['Mann, Leonard,1895-1981.']",['Flesh in armour : a novel /'],[2008.0],"['Columbia, S.C. : University of South Carolina Press,']",['eng'],['Australians'],['Includes bibliographical references (p. xviii).'],2008.0,2008.0,1,left_only
Sebastian Barry,"['Barry, Sebastian,1955-']",['The secret scripture : a novel /'],[2008.0],"['London : Faber and Faber,']",['eng'],['Physician and patient'],[nan],2008.0,2008.0,1,left_only
Adam Ardrey,"['Ardrey, Adam.']",['Finding Merlin : the truth behind the legend of the great Arthurian mage /'],[2008.0],"['Woodstock, NY : Overlook Press,']",['eng'],['Merlin (Legendary character)'],"['The Legend -- Morken\'s Children -- The Angels -- Signs and Portents -- The old Way of the Druids -- Merlin and Languoreth -- The Magi and the Bards -- Angle Land -- The Hill of Death -- The Murder of Telleyr -- Morken the Chief -- Cathen the Druid -- Uther Pendragon, Son of the Sky God -- The Battle of Arderydd -- The Wilderness Years -- Battle Rejoined -- The Ring -- The Army of Stags -- Rome -- Twilight of the Druids -- The Harrowing of Galloway -- Madman -- Ardery Street -- Stonehenge -- ""Rhydderch is Dying"" -- The Dark Heart -- Dumpelder -- The Grave -- Mordred\'s Queen -- Le Morte de Merlin -- Timeline.']",2008.0,2008.0,1,left_only
Ned Schantz,"['Schantz, Ned,1969-', 'Schantz, Ned,1969-']","['Gossip, letters, phones : the scandal of female networks in film and literature /', 'Gossip, letters, phones : the scandal of female networks in film and literature /']","[2008.0, 2010.0]","['Oxford ; New York : Oxford University Press,', 'Oxford  : Oxford University Press,']","['eng', 'eng']","['Women in motion pictures.', 'Women in motion pictures.']","['Introduction -- Gossip and the novel -- Letters to Clarissa : the fantasy of a female network -- Telephonic film -- Voices carry : film and telepathy -- The space of crime -- Time stalkers -- Epilogue : radio-free Middlemarch.', 'Includes bibliographical references and index.']",2008.0,2010.0,2,left_only
James Scott Bell,"['Bell, James Scott.']",['Try dying : a novel /'],[2008.0],"['New York : Center Street,']",['eng'],"['Buchanan, Ty (Fictitious character)']","['""A fast-paced legal thriller in which lawyer Ty Buchanan will enter a world of unbelievable evil to discover the cause of his fiancee\'s death, prepared to kill for the truth""--Provided by the publisher.']",2008.0,2008.0,1,left_only
Mary Johnston,"['Johnston, Mary,1934-', 'Johnston, Mary,1934-']","[""Ring o' sangs = Liederkreis : Deutsch to Doric /"", 'Fa dis she think she is? /']","[2008.0, 2009.0]","['Nottingham : Poetry Monthly Press,', 'Dunbar : Calder Wood,']","['sco', 'sco']","[nan, nan]","['Audio CD with poems in Doric read by the author in plastic pocket attached to back cover.', 'Audio CD in plastic pocket attached to inside back cover.']",2008.0,2009.0,2,left_only
Edward Gieskes,"['Gieskes, Edward,1968-']","[""Writing Robert Greene : essays on England's first notorious professional writer /""]",[2008.0],"['Aldershot : Ashgate,']",['eng'],"['Authors, English']",['Includes bibliographical references and index.'],2008.0,2008.0,1,left_only
Christian Laes,"['Laes, Christian.']",['Children in the Roman Empire : outsiders within /'],[2008.0],"['Cambridge ; New York : Cambridge University Press,']",['eng'],['Children'],"['""Roman children often seem to be absent from the ancient sources. How did they spend their first years of life? Did they manage to find their way among the various educators, often slaves, who surrounded them from an early age? Was Roman education characterised by loving care or harsh discipline? What was it like to be a slave child? Were paedophilia and child labour accepted and considered \'normal\'? This book focuses on all \'forgotten\' Roman children: from child emperors to children in the slums of Rome, from young magistrates to little artisans, peasants and mineworkers. The author has managed to trace them down in a wide range of sources: literature and inscriptions, papyri, archaeological finds and ancient iconography. In Roman society, children were considered outsiders. But at the same time they carried within them all the hopes and expectations of the older generation, who wanted them to become full-fledged Romans""--Provided by publisher.']",2008.0,2008.0,1,left_only
Charles Howard Ford,"['Ford, Charles Howard,1964-']",['Voices from within the veil : African Americans and the experience of democracy /'],[2008.0],"['Newcastle upon Tyne : Cambridge Scholars Publishing,']",['eng'],['Democracy'],['Includes bibliographical references and index.'],2008.0,2008.0,1,left_only
Alison Thompson,"['Thompson, Alison']",['Are you the lady from the welfare? : memoirs of a local authority social worker /'],[2009.0],"['Brighton : Pen Press,']",['eng'],['Social workers'],[nan],2009.0,2009.0,1,left_only
Alice Rio,"['Rio, Alice.']","['Legal practice and the written word in the early middle ages : Frankish formulae, c. 500-1000 /']",[2009.0],"['Cambridge ; New York : Cambridge University Press,']",['eng'],"['Law, Frankish']","['Orality and literacy in Frankish society -- An uneasy partnership? : formulae and charters -- Defining the corpus -- Catalogue of the collections -- Dating formulae -- Local context and diffusion -- From late antique notaries to ecclesiastical scribes : when, where and why formularies survive -- Formulae and written law -- A methodological test-case : slavery and unfreedom in the formularies.']",2009.0,2009.0,1,left_only
Palmira Fontes da Costa,"['Costa, Palmira Fontes da.']",['The singular and the making of knowledge at the Royal Society of London in the eighteenth century /'],[2009.0],"['Newcastle upon Tyne : Cambridge Scholars Pub.,']",['eng'],['Science'],['Includes bibliographical references (p. [173]-208) and index.'],2009.0,2009.0,1,left_only
