author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,_merge
Roger B. Street,"['Street, Roger B.editor.edthttp://id.loc.gov/vocabulary/relators/edt']",['Adapting to an Uncertain Climate [electronic resource] : Lessons From Practice /'],[nan],[nan],['eng'],['Earth System Sciences.'],"['Climate change highlights the challenges for long-term policy making in the face of persistent and irreducible levels of uncertainties. It calls for the development of flexible approaches, innovative governance and other elements that contribute to effective and adaptive decision-making. Exploring these new approaches is also a challenge for those involved in climate research and development of adaptation policy. Targeted specifically at policy developers and advisors, practitioners, climate knowledge brokers, researchers and interested adaptation decision-makers, this book differs from other titles addressing climate change adaptation and uncertainty by using real life cases to address distinct and pertinent uncertainties in actual adaptation situations. The editors introduce the role of uncertainties in informing adaptation decisions, showing why and how this is important, and why decisions do not have to wait until uncertainties are resolved. They go on to explore uncertainty assessments supporting decision-making on climate change adaptation, with sections on variability, uncertainty typology, climate change and projection of risks. A discussion of national adaptation planning follows with sections on sources and levels of uncertainty, communication of uncertainty and guidance for adaptation planning under uncertainty. The book provides a dozen real-life examples of adaptation decision making in the form of case studies: · Studies on water supply management in Portugal, England and Wales and Hungary · Studies on flooding, including flood risk in Ireland, coastal flooding and erosion in Southwest France and flood management in New Zealand’s Hutt River region · Studies on transport and utilities, including the Austrian Federal railway system and public transit in Dresden, and Québec hydro-electric power · A report examining communication of large numbers of climate scenarios in Dutch climate adaptation workshops The concluding section outlines a new support framework for adaptation decisions under uncertainty, as well as guidance, recommendations and decision support for readers to apply in their own work. In the spirit of the newly adopted EU Strategy on Adaptation to Climate Change, the book aims - as does the CIRCLE-2 project from which it emanates - to assist informed decision-making, and to provide added value through increased knowledge sharing.']",,,,left_only
Roger Crombleholme,"['Crombleholme, Roger.']",['The County Donegal railways companion : a handbook for railway modellers and historians /'],[2005.0],"['Leicester : Midland,']",['eng'],['Narrow gauge railroads'],['Map printed on inside front cover.'],,,,left_only
Roger Lonsdale,"['Lonsdale, Roger.', 'Lonsdale, Roger.']","['The poems of Thomas Gray, William Collins, Oliver Goldsmith', 'Eighteenth century women poets an Oxford anthology']","[1976.0, 1990.0]","['London Longman', 'Oxford Oxford University Press,']","['eng', 'eng']","['English poetry', 'English poetry']","['Includes bibliographies and index', 'Includes index']",,,,left_only
Rogers Field,"['Field, Rogers.']","['Bye-laws and regulations with reference to house drainage, adopted by the Uppingham Sanitary Authority and allowed by the Local Government Board. With explanations and suggestions.']",[1877.0],"['London, ']",['eng'],[nan],[nan],,,,left_only
Roland Wiesendanger,"['Wiesendanger, Roland.editor.edthttp://id.loc.gov/vocabulary/relators/edt']",['Atomic- and Nanoscale Magnetism [electronic resource] /'],[nan],[nan],['eng'],['Nanotechnology and Microengineering.'],"['This book provides a comprehensive overview of the fascinating recent developments in atomic- and nanoscale magnetism, including the physics of individual magnetic adatoms and single spins, the synthesis of molecular magnets for spintronic applications, and the magnetic properties of small clusters as well as non-collinear spin textures, such as spin spirals and magnetic skyrmions in ultrathin films and nanostructures. Starting from the level of atomic-scale magnetic interactions, the book addresses the emergence of many-body states in quantum magnetism and complex spin states resulting from the competition of such interactions, both experimentally and theoretically. It also introduces novel microscopic and spectroscopic techniques to reveal the exciting physics of magnetic adatom arrays and nanostructures at ultimate spatial and temporal resolution and demonstrates their applications using various insightful examples. The book is intended for researchers and graduate students interested in recent developments of one of the most fascinating fields of condensed matter physics.']",,,,left_only
Ronald A. Francisco,"['Francisco, Ronald A.author.authttp://id.loc.gov/vocabulary/relators/aut']",['Dynamics of Conflict [electronic resource] /'],[nan],[nan],['eng'],"['Game Theory, Economics, Social and Behav. Sciences.']","['The mechanisms of protest and revolution have been the subject of theoretical research for over a century, yet the lack of data has hindered the empirical validation of conflicting theories. In this book, the author presents a unique new set of sub-daily data from over thirty countries and seven civil wars and uses them to test two models of conflict, the predator-prey model and the competing species model. The dynamic nature of the data modeling and the novelty of the dataset make this work a unique contribution to the field of conflict research. Dynamics of Conflict will help to re-evaluate existing theories and charts a new course towards the formal and statistical modeling of conflict.']",,,,left_only
Ronald Frederick Henry Duncan,"['Duncan, Ronald Frederick Henry,1914-', 'Duncan, Ronald Frederick Henry,1914-', 'Duncan, Ronald Frederick Henry,1914-']","['The blue fox. [Selections from ""Jan\'s journal""] /', ""Jan's journal /"", 'Selected writings of Mahatma Gandhi']","[1951.0, 1954.0, 1971.0]","['London, ', 'London,', 'London Fontana']","['eng', 'eng', 'eng']","[nan, nan, 'Gandhi, Mahatma, 1869-1948.']","[nan, nan, 'Bibliographyp.283-284. - Includes index']",,,,left_only
Ronald G. Ross,"['Ross, Ronald G.editor.edthttp://id.loc.gov/vocabulary/relators/edt']",['Cryocoolers 13 [electronic resource] /'],[nan],[nan],['eng'],['Automotive Engineering.'],"['The last two years have witnessed a continuation in the breakthrough shift toward pulse tube cryocoolers for long-life, high-reliability cryocooler applications. New this year are papers de\xad scribing the development of very large pulse tube cryocoolers to provide up to 1500 watts of cooling for industrial applications such as cooling the superconducting magnets of Mag-lev trains, coolmg superconducting cables for the power mdustry, and liquefymg natural gas. Pulse tube coolers can be driven by several competing compressor technologies. One class of pulse tube coolers is referred to as ""Stirling type"" because they are based on the linear Oxford Stirling-cooler type compressor; these generally provide coolmg m the 30 to 100 K temperature range and operate ^t frequencies from 30 to 60 Hz. A second type of pulse tube cooler is the so-called ""Gifford-McMahon type. "" Pulse tube coolers of this type use a G-M type compressor and lower frequency operation (~1 Hz) to achieve temperatures in the 2 to 10 K temperature range. The third type of pulse tube cooler is driven by a thermoacoustic oscillator, a heat engine that functions well in remote environments where electricity is not readily available. All three types are described, and in total, nearly half of this proceedings covers new developments in the pulse tube arena. Complementing the work on low-temperature pulse tube and Gifford-McMahon cryocoolers is substantial continued progress on rare earth regenerator materials.']",,,,left_only
Ronald Ljoint author St Pierre,"['St. Pierre, Ronald L.joint author.']","['Immunohematology,']",[1968.0],"['New York : Appleton-Century-Crofts,']",['eng'],['Immunohematology.'],['Includes bibliographies.'],,,,left_only
Ronald Ridout,"['Ridout, Ronald.']",['Now I can ... write '],[1987.0],"['Collins in association with Belitha,']",['   '],[nan],[nan],,,,left_only
Ronald T. Sion,"['Sion, Ronald T.']",['Aldous Huxley and the search for meaning : a study of the eleven novels /'],[2010.0],"['Jefferson, N.C. : McFarland & Co.,']",['eng'],"['Huxley, Aldous, 1894-1963.']","['""This critical biography explores Huxley\'s life-long quest for self-actualization by interfacing the events of his life with details of the creative period that produced each book, weaving Huxley\'s letters, essays and interviews with the thematic content of each novel, providing a unique look into the man\'s life and work""--Provided by publisher.']",,,,left_only
Ronald Wardhaugh,"['Wardhaugh, Ronald.']",['Understanding English grammar : a linguistic approach /'],[2003.0],"['Malden, Mass. ; Oxford : Blackwell Pub,']",['eng'],['English language'],['Includes bibliographical references (p. [265]-266) and index.'],,,,left_only
Ros Wilson,"['Wilson, Ros,author.']",['Big Writing : talk the big talk : laying the foundations for Big Writing and beyond /'],[nan],[nan],['eng'],['Oral communication'],"['""Professional development""--Cover.']",,,,left_only
Rosemary Herbert,"['Herbert, Rosemary.']","[""Whodunit? : a who's who in crime & mystery writing /""]",[2003.0],"['Oxford : Oxford University Press,']",['eng'],['Crime in literature'],['Includes index.'],,,,left_only
Rosemary Kyarimpa,"['Kyarimpa, Rosemary.']",['The bridge : a one-act play /'],[1999.0],"['Burton Joyce : The Playwrights Pub. Co.,']",['   '],[nan],['Caption title.'],,,,left_only
Rossshire Writers,['Ross-shire Writers.'],['Ross-shire reflections : stories and poems from Ross-shire /'],[nan],[nan],['eng'],['English poetry'],[nan],,,,left_only
Rowena Murray,"['Murray, Rowena.', 'Murray, Rowena.']","['Writing for academic journals /', 'Teaching at university : a guide for postgraduates and researchers /']","[2009.0, 2005.0]","['Maidenhead : Open University Press/McGraw Hill,', 'London : SAGE Publications,']","['eng', 'eng']","['Academic writing.', 'College teaching']","['Busy academics must publish. To fulfil research output, they must write to a specific journal style and high standard while juggling other professional tasks. This book develops understanding of how writing happens, what good writing looks and feels like, what gets published and what does not and why.', 'Includes bibliographical references (p. [202]-206) and index.']",,,,left_only
Rowena R. Ansbacher,"['Ansbacher, Rowena R.']",['The individual psychology of Alfred Adler: a systematic presentation in selections from his writings /'],[1958.0],"['London, ']",['eng'],[nan],[nan],,,,left_only
Roxanne Eberle,"['Eberle, Roxanne,1964-']",['Women and Romanticism 1790-1830 /'],[2006.0],"['London : Routledge,']",['eng'],['Women'],"['v. 1. Education and employment in the early Romantic period -- v. 2. Education and employment in the later Romantic period -- v. 3. Poetics, the novel and authorship -- v. 4. The only child, or Portia Bellenden / by Amelia Opie -- v. 5. The golden violet, with its tales of romance and chivalry : and other poems / by Letitia Elizabeth Landon.']",,,,left_only
Roy Blatchford,"['Blatchford, Roy.', 'Blatchford, Roy.']","['Short stories /', 'Hear me out : writings on experiences from different cultures /']","[1986.0, 1987.0]","['Harlow Longman', 'Harlow, Essex : Longman,']","['eng', 'eng']","[nan, nan]","[nan, nan]",,,,left_only
Roy Huse,"['Huse, Roy.']","[""Who else writes like? : a readers' guide to fiction authors /""]",[1993.0],"['Loughborough : Library and Information Statistics Unit,']",['eng'],['Fiction'],['Bibliography: p237-241'],,,,left_only
Royal Medicopsychological Association,['Royal Medico-psychological Association.'],['Recent developments in affective disorders : a symposium /'],[1968.0],['London : Published by authority of the Royal Medico-Psychological Association by Headley /'],['eng'],[nan],['Includes bibliography.'],,,,left_only
Ruby Dee,"['Dee, Ruby.']",['Life lit by some large vision : selected speeches and writings /'],[2006.0],"['New York ; London : Atria Books,']",['eng'],['African Americans.'],[nan],,,,left_only
Rudolphus Abraham Schiferli,"['Schiferli, Rudolphus Abraham,1773-1837.']","['Analyse raisonnée du systême de John Brown, : concernant une méthode nouvelle et simplifiée de traiter les maladies en général, appuyée de différentes observations. /']",[17.0],"[""A Paris, : Chez le Je. Imprimeur-Libraire, rue St. Jacques, n°. 32, vis-à-vis les Mathutins. Le Principaux Libraires de L'Europe.,""]",['fre'],['Medicine'],"[""John Brown (1735-1788) was a Scottish physician and Freemason who devised what was called the Brunonian system of medicine. This was the theory that diseases were caused by too little or too much stimulation. It was quite popular, especially on the Continent. Unfortunately, the Scottish medical establishment came out against it and he died in a debtor's prison at the age of 52. Brown was the grandfather of the artist Ford Maddox Brown and the great grandfather of the novelist Ford Maddox Ford.""]",,,,left_only
