author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency
Martin Luther,"['Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546,Übers.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.']", "['Von den Concilijs vnd Kirchen.', 'Betbüchlin mit dem Calender vnd [und] Passional /', 'In Genesin, Mosi Librvm [librum] Sanctissimvm [sanctissimum], D. Martini  Lutheri Declamationes : Praeterea Index, paucis opusculi totius summam continens.', 'M. Luth. in Ionam prophe. commentariolus /', 'Vom Eelichen Leben. Martinus Luther. Da zů dz er auch ytzt newlich gemacht hat, welche person verpottē syen zů eelichē früntschafft vnd mogschafft halb. Leui. 18.', 'A commentary upon the Epistle of Paul the Apostle to the Galatians. ... By Mr. Martin Luther. To which is prefixed, an account of the life of the author.', 'Bjblia Das ist, die gantze heilige Schrifft Deudsch /', 'Artickel so da hetten sollen auffs Concilion zu Mantua, oder wo es würde sein vberantwortet werden von vnsers teils wegen, vnd was wir annemen oder geben kündten oder nicht, etc.', 'Ein[n] newe Betbüchlin, des seligen vnd tewren Gottes Doctoris Martini  Lutheri : aus seinen eigen Geisttrost vnd Lebendigen worten vnd Tomis gezogen ...', 'Die Heubtartikel des Christlichen Glaubens : Wider den Bapbst, vnd der  Hellen pforten zu erhalten ; Sampt dem Bekentnis des glaubens, D. Mart. Luth. Vnd  andern seer nützlichen Büchlin ... / D. Mart. Luth.', 'Die Heuptartikel des Christlichen Glaubens, Wider den Bapst, vnd [und] der  Hellen pforten zu erhalten /', 'Ain Sermon von dem Gleyssner vn[d] [und] Offenbarn sünder : Luce am  xviij. /']", "[1539.0, 1566.0, 1527.0, 1526.0, 1522.0, 1786.0, 1535.0, 1538.0, 1565.0, 1550.0, 1557.0, 1523.0]","['Wittemberg : H. Lufft,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,', 'Argentorati : Apud I. Hervagium,', '[Basle : A. Petri],', 'Paisley : printed by John Neilson, for Robert Reid, the publisher,', '[Augspurg] : Aprell,', 'Wittemberg : H. Lufft,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,']","['ger', 'ger', 'lat', 'lat', 'ger', 'eng', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['With manuscript notes.', 'VD16', 'Original Imprint:  Haganoae per Ioan. Secerum, Anno M.D.XXVII. Mense  Augusto. Kolophon: ... apud Ioannem ... - Mikrofiche. München : Saur, 1992.', 'The running-titles only are quoted in the above entry.', nan, 'ESTC', 'VD16', nan, 'Original Imprint:  M.D.LXV. Kolophon: Gedruckt zu Eisleben, durch Vrban  Gaubisch. - In Fraktur. - Mikrofiche. München : Saur, 1991.', 'VD16', 'VD16', 'VD16']",1522.0,1786.0,12
Mary Berry,"['Berry, Mary,1935-', 'Berry, Mary.']", '["Mary Berry\'s freezer cookbook : over 150 easy to prepare recipes for your freezer.", \'A comparative view of the social life of England and France, from the restoration of Charles the Second, to the French revolution. (Social life in England and France from the French revolution in 1789, to that of July 1830) / \']', "[1994.0, 1829.0]","['London : Piatkus,', 'London, ']","['eng', 'eng']","[nan, nan]","['Previous ed.: 1984', 'Item records and volume number generated programmatically as part of an external digitisation project']",1829.0,1994.0,2
Mary Elwyn Patchett,"['Patchett, Mary Elwyn.']", "['The saffron woman.']", [1958.0],"['London, ']",['eng'],[nan],[nan],1958.0,1958.0,1
Mary Martin,"['Martin, Mary,1949-', 'Martin, Mary,Novelist.', 'Martin, Mary,S.R.N.', 'Martin, Mary,S.R.N.']", '[\'Éirí na gréine.\', "Fanny O\'Hara. A schoolgirl of 1793.", \'Habit training and bedwetting.\', \'Having your baby now.\']', "[1997.0, 1928.0, 1959.0, 1944.0]","['Baile Átha Cliath : Comhlacht Oideachais na hÉireann,', 'London, ', 'London, ', 'London, ']","['iri', 'eng', 'eng', 'eng']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",1928.0,1997.0,4
Mary Saran,"['Saran, Mary.']", "['European Revolution: how to win the peace ...']", [1941.0],"['London, ']",['eng'],[nan],[nan],1941.0,1941.0,1
Mary Westmacott,"['Westmacott, Mary,1890-1976.', 'Westmacott, Mary,1890-1976.']", '["A daughter\'s a daughter.", "Giant\'s bread"]', "[1952.0, 1952.0]","['London,', '[London] Fontana']","['eng', 'eng']","[nan, nan]","[nan, nan]",1952.0,1952.0,2
Matthew Sharp,"['Sharp, Matthew.']", "['Answers for Matthew Sharp of Hoddam, to the petition of John Carlyle of Lime-kilns.']", [1742.0],"['[Edinburgh,']",['eng'],[nan],['ESTC'],1742.0,1742.0,1
Maura Stanton,"['Stanton, Maura.']", "['Life among the trolls /']", [1998.0],"['Pittsburgh, Pa. : Carnegie Mellon University Press,']",['eng'],[nan],['Poems.'],1998.0,1998.0,1
Maurice Sendak,"['Sendak, Maurice.']", '["The sign on Rosie\'s door /"]', [1977.0],"["London : CollinsChildren's Books,"]",['eng'],[nan],"['Originally published: U.S.A. : Harper & Row, 1960.']",1977.0,1977.0,1
May Clarissa Gillington Byron,"['Byron, May Clarissa Gillington,-1936.', 'Byron, May Clarissa Gillington,-1936.', 'Byron, May Clarissa Gillington,-1936.']", "['A day with Samuel Taylor Coleridge. [With plates.]', 'A little deer and his home on Exmoor /', 'A voice from the Veld /']", "[1912.0, 1911.0, 1913.0]","['London,', 'London,', 'London,']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, nan, nan]",1911.0,1913.0,3
May Sarton,"['Sarton, May,1912-1995.']", "['At seventy a journal']", [1984.0],['New York W.W. Norton'],['eng'],"['Authors, American']",[nan],1984.0,1984.0,1
Maya Angelou,"['Angelou, Maya.']", '["Just give me a cool drink of water \'fore I diiie /"]', [2003.0],"['London : Virago,']",['eng'],[nan],['Originally published: 1988.'],2003.0,2003.0,1
Meg Twycross,"['Twycross, Meg.']", '["The medieval anadyomene : a study in Chaucer\'s mythography /"]', [1972.0],"['Oxford : Blackwell for the Society for the Study of Mediaeval Languages and Literature,']",['eng'],['Venus (Goddess)'],['Previous control number B7311208'],1972.0,1972.0,1
Megan McKenna,"['McKenna, Megan.']", "['Mary : shadow of grace /']", [1995.0],"['London : Darton, Longman & Todd,']",['eng'],"['Mary, Blessed Virgin, Saint']","['Published in the USA: Orbis, 1995']",1995.0,1995.0,1
Meja Mwangi,"['Mwangi, Meja.']", "['The cockroach dance /']", [1989.0],"['Harlow : Longman,']",['eng'],[nan],[nan],1989.0,1989.0,1
Meredith Willson,"['Willson, Meredith.']", "['The music man. [A musical comedy /']", [1962.0],"['London, ']",['eng'],[nan],[nan],1962.0,1962.0,1
Michael Chabon,"['Chabon, Michael.']", "['The final solution /']", [2005.0],"['London : Harper Perennial,']",['eng'],"['World War, 1939-1945']","['Originally published : London : Fourth Estate, 2005.']",2005.0,2005.0,1
Michael Charlton,"['Charlton, Michael.', 'Charlton, Michael,1923-', 'Charlton, Michael,1923-']", '["The boy who couldn\'t hear /", \'Mandy and the dentist /\', \'En taxi pour Johannesburg /\']', "[1977.0, 1985.0, 2004.0]","['London Bodley Head', 'London Hodder and Stoughton', 'Oxford : Heinemann,']","['eng', 'eng', 'fre']","["Children's stories.", nan, nan]","['Col. ill. on lining papers', nan, nan]",1977.0,2004.0,3
Michael Frayn,"['Frayn, Michael.', 'Frayn, Michael,1933-', 'Frayn, Michael.', 'Frayn, Michael,1933-']", "['The best of Beachcomber /', 'Sweet dreams', 'Stage directions : writing on theatre, 1970-2008 /', 'Three sisters a drama in four acts /']", "[1963.0, 1973.0, 2008.0, 1983.0]","['London,', 'London Collins', 'London : Faber,', 'London Methuen']","['eng', 'eng', 'eng', 'eng']","[nan, nan, 'Dramatists, English', nan]","[nan, nan, 'Includes index.', 'Nine men, 5 women']",1963.0,2008.0,4
Michael Gifkins,"['Gifkins, Michael,1945-']", "['The amphibians /']", [1989.0],"['Auckland, N.Z. ; London : Penguin,']",['eng'],[nan],[nan],1989.0,1989.0,1
Michael Gold,"['Gold, Michael.']", "['Social partnership and economic performance : the case of Europe /']", [2000.0],"['Cheltenham : E. Elgar,']",['eng'],['International relations'],['Includes bibliographical references and index.'],2000.0,2000.0,1
Michael Hutchins,"['Hutchins, Michael.']", "['Yours pictorially illustrated letters of Randolph Caldecott']", [1976.0],['London F. Warne'],['eng'],['Illustrators'],['Includes index'],1976.0,1976.0,1
Michael J. Fox,"['Fox, Michael J.']", "['Quality assurance management /']", [1995.0],"['London :  Chapman & Hall,']",['eng'],[nan],[nan],1995.0,1995.0,1
Michael Jackson,"['Jackson, Michael.']", "['The great escape /']", [1974.0],['London Pan Books'],['eng'],"["Children's stories."]","['Originally published: / illustrated by Peter Edwards. London : Kaye and Ward, 1971']",1974.0,1974.0,1
Michael Mewshaw,"['Mewshaw, Michael,1943-']", "['Year of the gun']", [1984.0],['London Severn House'],['eng'],[nan],"['Originally published: New York : Atheneum, 1984']",1984.0,1984.0,1
Michael Moore,"['Moore, Michael,1954 August 24-']", "['Without roots : the West, relativism, Christianity, Islam /']", [2006.0],"['New York : BasicBooks,']",['eng'],['Civilization'],['Originally published: 2006.'],2006.0,2006.0,1
Michael Morpurgo,"['Morpurgo, Michael.']", "['Arthur : high king of Britain /']", [1996.0],"['Oxford : Heinemann New Windmills,']",['eng'],['Knights and knighthood'],"['Originally published: [London] : Pavilion books, 1994.']",1996.0,1996.0,1
Michael Oakley,"['Oakley, Michael.', 'Oakley, Michael.']", "['France Sud/Ouest /', 'BR Class 31 diesels']", "[1998.0, 1981.0]","['Sutton Coldfield : Sword Press,', 'Truro Barton']","['eng', 'eng']","[nan, 'Diesel locomotives']","['"Research & surveys so far".', nan]",1981.0,1998.0,2
Michael Parkinson,"['Parkinson, Michael,1944-']", "['Competitive European cities : where do the core cities stand? /']", [2004.0],"['London : ODPM,']",['eng'],[nan],"['"January 2003."']",2004.0,2004.0,1
Michael Powell,"['Powell, Michael.']", "['Million-dollar movie : the second volume of his life in movies /']", [1992.0],"['London : Heinemann,']",['eng'],[nan],[nan],1992.0,1992.0,1
Michael Rutherford,"['Rutherford, Michael.']", "['British naturism /']", [1946.0],"['London, ']",['eng'],[nan],[nan],1946.0,1946.0,1
Michel Fabre,"['Fabre, Michel.']", "['Richard Wright : books & writers /']", [1990.0],"['Jackson : University Press of Mississippi,']",['eng'],"['Wright, Richard, 1908-1960']",['Includes bibliographical references and index.'],1990.0,1990.0,1
Mickey Rooney,"['Rooney, Mickey.']", "['Life is too short /']", [1991.0],"['London : Hutchinson,']",['eng'],"['Rooney, Mickey.']",['Includes index'],1991.0,1991.0,1
Mickey Spillane,"['Spillane, Mickey,1918-2006.', 'Spillane, Mickey,1918-2006.', 'Spillane, Mickey,1918-2006.', 'Spillane, Mickey,1918-2006.', 'Spillane, Mickey,1918-2006.']", "['The twisted thing', 'The flier', 'The twisted thing.', 'The long wait', 'Bloody sunrise /']", "[1975.0, 1973.0, 1966.0, 1975.0, 1970.0]","['Sevenoaks New English Library', 'London Corgi', 'London,', 'London Corgi', 'London : Transworld,']","['eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, 'English fiction.', nan]","['Originally published: New York : Dutton, 1966', 'Originally published, 1964', nan, 'Originally published: New York : Dutton, 1951; London : Barker, 1953', nan]",1966.0,1975.0,5
Mohan Ram,"['Ram, Mohan.']", "['Politics of Sino-Indian confrontation']", [1973.0],['Delhi London Vikas Publishing House Pvt Ltd'],['eng'],[nan],['Bibliography: p.234-236. - Includes index'],1973.0,1973.0,1
Molefe Pheto,"['Pheto, Molefe.']", "['And night fell memoirs of a political prisoner in South Africa']", [1984.0],['London Heinemann'],['eng'],['Political prisoners'],"['Originally published: London : Allison & Busby, 1983']",1984.0,1984.0,1
Moncure Daniel Conway,"['Conway, Moncure Daniel,1832-1907lcn00310351', 'Conway, Moncure Daniel,1832-1907.', 'Conway, Moncure Daniel,1832-1907.']", "['The Dial [microform] : a monthly magazine for literature, philosophy and religion /', 'The rise of the Dutch republic : a history /', 'The golden hour [microform] /']", "[1860.0, 1913.0, 1862.0]","['Cincinnati,', 'London : G. Bell,', 'Boston : Ticknor and Fields,']","['eng', 'eng', 'eng']","[nan, nan, 'Slavery']","['Microfiche.', 'Includes bibliographical references and index.', 'Microfiche.']",1860.0,1913.0,3
Monica Furlong,"['Furlong, Monica.', 'Furlong, Monica,1930-']", "['Christian uncertainties', 'Merton a biography']", "[1975.0, 1981.0]","['London Hodder and Stoughton', 'London Fount']","['eng', 'eng']","['Christian life.', 'Trappists']","[nan, 'Includes index']",1975.0,1981.0,2
Mrs Barbauld,"['Barbauld,Mrs.(Anna Letitia),1743-1825.', 'Barbauld,Mrs.(Anna Letitia),1743-1825.', 'Barbauld,Mrs.(Anna Letitia),1743-1825.']", "['Lessons for children of three years old. ...', 'Evenings at home; or, the juvenile budget opened Consisting of a variety of miscellaneous pieces, for the instruction and amusement of young persons. ...', 'Hymns in prose for children. Illustrated.']", "[1779.0, 1797.0, 1864.0]","['Dublin : printed and sold by R. Jackson,', 'London : printed for J. Johnson,', 'London,']","['eng', 'eng', 'eng']","[nan, nan, nan]","['ESTC', 'ESTC', 'Earlier edition has title: Hymns for children in prose.']",1779.0,1864.0,3
Muriel Spark,"['Spark, Muriel.', 'Spark, Muriel.', 'Spark, Muriel,author.', 'Spark, Muriel.', 'Spark, Muriel.']", "['Symposium /', 'Lorzi și complici /', 'nan', 'The ballad of Peckham Rye', 'La place du conducteur : roman /']", "[1991.0, 2002.0, 1960.0, 1985.0]","['Barcelona ; Bogotá : Norma,', 'Iași : Polirom,', nan, 'Philadelphia J.B. Lippincott', '[Paris] : Fayard,']","['spa', 'rum', 'eng', 'eng', 'fre']","[nan, nan, 'Bachelors.', nan, nan]","['Translation of: Symposium.', 'Translation of: Aiding and abetting.', nan, nan, "Translation of: The driver's seat."]",1960.0,2002.0,4
Myrtle Reed,"['Reed, Myrtle.', 'Reed, Myrtle.']", "['Flower of the dusk.', 'Sonnets to a lover.']", "[1916.0, 1910.0]","['London, ', 'New York & London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1910.0,1916.0,2
Nat Hentoff,"['Hentoff, Nat.', 'Hentoff, Nat.']", '["Hear me talkin\' to ya : the story of jazz by the men who made it /", \'This school is driving me crazy\']', "[1992.0, 1977.0]","['London : Souvenir Press,', 'London Angus and Robertson']","['eng', 'eng']","[nan, 'English fiction.']","[nan, 'For adolescents']",1977.0,1992.0,2
Ned Rorem,"['Rorem, Ned,1923-']", '["Critical affairs : a composer\'s journal /"]', [1970.0],"['New York : G. Braziller,']",['eng'],['Music'],['Includes bibliographical references.'],1970.0,1970.0,1
Nicholas Blake,"['Blake, Nicholas,1904-1972.', 'Blake, Nicholas,1904-1972.', 'Blake, Nicholas,1904-1972.']", "['The private wound', 'A penknife in my heart', 'The beast must die.']", "[1977.0, 1975.0, 1949.0]","['London Dent', '[London] Severn House [Distributed by Hutchinson]', 'London, ']","['eng', 'eng', 'eng']","[nan, 'English fiction.', nan]","['Originally published: London : Collins, 1968', 'Originally published: London : Collins, 1958', nan]",1949.0,1977.0,3
Nicholas Conde,"['Condé, Nicholas.']", "['The religion']", [1982.0],['London Hutchinson'],['eng'],[nan],"['Originally published: New York : American Library, 1982']",1982.0,1982.0,1
Nick Carter,"['Carter, Nick.']", "['Danger key : a Killmaster spy chiller /']", [1968.0],"['New York :  Award Books ; London : Tandem,']",['eng'],[nan],[nan],1968.0,1968.0,1
Nick Leeson,"['Leeson, Nick.']", "['Rogue trader /']", [2000.0],"['Harlow : Pearson Education,']",['eng'],['Floor traders (Finance)'],[nan],2000.0,2000.0,1
Nick Park,"['Park, Nick.']", "['Wallace & Grommit in A grand day out.']", [2003.0],"['Oxford : Oxford University Press,']",['eng'],['English language'],"['"An English language teaching adaptation of a Wallace and Gromit adventure by Nick Park" - Cover.']",2003.0,2003.0,1
Nick Tosches,"['Tosches, Nick.']", "['Trinities /']", [1995.0],"['London : Doubleday,']",['eng'],[nan],[nan],1995.0,1995.0,1
Nora Sayre,"['Sayre, Nora.']", "['Sixties going on seventies']", [1974.0],['London Constable'],['eng'],[nan],['Includes index'],1974.0,1974.0,1
Norbert Dufourcq,"['Dufourcq, Norbert,1904-1990.']", '["Le Livre de l\'orgue français, 1589-1789 ..."]', [1960.0],"['Paris : A. et J. Picard,']",['fre'],['Organs'],['Includes bibliographical references.'],1960.0,1960.0,1
Norman Mailer,"['Mailer, Norman.']", "['The deer park']", [1969.0],['London Deutsch'],['eng'],[nan],"['Originally published, New York: Putnam, 1955; (B57-4667), London: Wingate, 1957']",1969.0,1969.0,1
Ntozake Shange,"['Shange, Ntozake.']", "['Sassafrass, Cypress & Indigo /']", [1985.0],"['London : Minerva,']",['eng'],[nan],[nan],1985.0,1985.0,1
Octavus Roy Cohen,"['Cohen, Octavus Roy,1891-']", "['Grey dusk.']", [1920.0],"['London, ']",['eng'],[nan],[nan],1920.0,1920.0,1
Olive Dehn,"['Dehn, Olive.']", "['The pike dream /']", [1958.0],"['London, ']",['eng'],[nan],[nan],1958.0,1958.0,1
Orson Scott Card,"['Card, Orson Scott,1951-']", "['Songmaster Orson Scott Card']", [1980.0],['London Macdonald Futura'],['eng'],[nan],"['Originally published: New York : Dial Press, 1980']",1980.0,1980.0,1
Oscar Wilde,"['Wilde, Oscar,1854-1900.', 'Wilde, Oscar,1854-1900.Importance of being earnest.', 'Wilde, Oscar,1854-1900.Sphinx without a secret.', 'Wilde, Oscar,1854-1900,author.', 'Wilde, Oscar,1854-1900.', 'Wilde, Oscar,1854-1900.', 'Wilde, Oscar,1854-1900.']", '[\'Salome ... /\', \'The importance of being earnest /\', "Lord Arthur Savile\'s crime ; The model millionaire ; The sphinx without a secret /", \'nan\', \'Collins complete works of Oscar Wilde.\', "Five famous plays: Lady Windermere\'s fan; A woman of no importance; An ideal husband; The importance of being earnest: Salome /", \'The complete illustrated stories, plays & poems of Oscar Wilde\']', "[1894.0, 2008.0, 2003.0, 1999.0, 1952.0, 1986.0]","['London,', 'Oxford : Oxford University Press,', 'Oxford : Oxford University Press,', nan, 'Glasgow : HarperCollins,', 'London,', 'London Chancellor']","['eng', 'eng', 'eng', 'eng', 'eng', 'eng', 'eng']","[nan, 'Readers.', 'Readers.', nan, nan, nan, nan]","[nan, 'Originally published: 2000.', nan, 'Originally published: London : Methuen & Co., 1948.', 'Includes bibliographical references.', nan, nan]",1894.0,2008.0,6
Oswald John Frederick Crawfurd,"['Crawfurd, Oswald John Frederick.', 'Crawfurd, Oswald John Frederick.']", '[\'Portugal, old and new.\', "The Victorian readers. Extracts from leading authors of the queen\'s reign /"]', "[1880.0, 1896.0]","['London, ', 'London, ']","['eng', 'eng']","[nan, nan]","[nan, nan]",1880.0,1896.0,2
Padraic Pearse,"['Pearse, Padraic,1879-1916.', 'Pearse, Padraic,1879-1916.']", "['Political writings and speeches. [Collected works.]', 'Ghosts']", "[1922.0, 1916.0]","['Dublin & London, ', 'Dublin']","['eng', '   ']","[nan, nan]","[nan, nan]",1916.0,1922.0,2
Pam Durban,"['Durban, Pam.']", "['So far back /']", [2000.0],"['New York : Picador USA,']",['eng'],[nan],[nan],2000.0,2000.0,1
Patrick Berry,"['Berry, Patrick.']", "['The S & S progress papers for 10 to 12 year olds.']", [1994.0],"['Huddersfield : Schofield & Sims,']",['eng'],[nan],['Cover title.'],1994.0,1994.0,1
Patrick Cosgrave,"['Cosgrave, Patrick,1941-']", "['The lives of Enoch Powell']", [1989.0],['London Bodley Head'],['eng'],"['Powell, J. Enoch (John Enoch), 1912-1998.']",[nan],1989.0,1989.0,1
Paul Bekker,"['Bekker, Paul,1882-1937.']", "['The orchestra /']", [1949.0],"['New York : Norton,']",['eng'],['Orchestra'],['Includes index.'],1949.0,1949.0,1
Paul Gallico,"['Gallico, Paul,1897-1976.']", "['Honourable cat /']", [1989.0],['London Souvenir'],['eng'],[nan],"['Originally published: London : Heinemann, 1972']",1989.0,1989.0,1
Paul Goodman,"['Goodman, Paul.']", "['Zionism in England. English Zionist Federation, 1899-1929 /']", [1930.0],"['London, ']",['eng'],[nan],[nan],1930.0,1930.0,1
Paul L. Maier,"['Maier, Paul L.']", '["A skeleton in God\'s closet : a novel /"]', [1994.0],"['Nashville : T. Nelson Publishers,']",['eng'],['Excavations (Archaeology)'],[nan],1994.0,1994.0,1
Paul Myron Anthony Linebarger,"['Linebarger, Paul Myron Anthony,1913-1966.', 'Linebarger, Paul Myron Anthony,1913-1966.']", '[\'The political doctrines of Sun Yat-Sen. An exposition of the "San Min Chu I.".\', \'Government in Republican China /\']', "[1937.0, 1938.0]","['Baltimore, Md.,', 'New York & London,']","['eng', 'eng']","[nan, nan]","['[With a bibliography.]', '[With bibliographies.]']",1937.0,1938.0,2
Paul Theroux,"['Theroux, Paul.', 'Theroux, Paul.', 'Theroux, Paul.', 'Theroux, Paul.', 'Theroux, Paul.']", '[\'O-Zone /\', "The white man\'s burden", \'The London embassy\', \'Sinning with Annie, and other stories\', \'Waldo\']', "[1987.0, 1987.0, 1983.0, 1975.0, 1973.0]","['London : Penguin,', 'London Hamish Hamilton', 'Bath Chivers', 'London Hamilton', 'St Albans Panther']","['eng', 'eng', 'eng', 'eng', 'eng']","[nan, nan, nan, 'Short stories, English.', nan]","[nan, nan, 'Originally published: London : Hamish Hamilton, 1982', nan, 'Originally published, Boston: Houghton Mifflin, 1967; London: Bodley Head, 1968']",1973.0,1987.0,5
